depth,loi,co3
258.6000000000836,7.36137667304014,4.680688336520249
258.80000000008357,7.19769673704425,3.001919385796505
259.00000000008356,7.873376623376591,8.279220779220706
259.20000000008355,8.74251497005992,12.052694610778406
259.40000000008354,9.17225950782986,11.105145413870305
259.6000000000836,9.968847352024925,8.049844236760174
259.80000000008357,11.126961483594801,3.1041369472182683
260.00000000008356,9.859154929577581,4.862405200433292
260.20000000008355,10.613207547169806,9.301886792452816
260.40000000008354,10.206896551724123,16.32
260.6000000000836,10.7843137254903,12.266666666666483
260.80000000008357,12.666666666666748,11.182222222222194
261.00000000008356,8.566721581548544,17.92421746293249
261.2000000000836,8.906250000000076,17.637499999999694
261.4000000000836,9.516129032258219,13.599999999999845
261.6000000000836,9.24261874197679,12.395378690629276
261.80000000008357,8.765859284890288,11.921568627451073
262.00000000008356,9.748427672955966,6.842767295597486
262.2000000000836,8.874801901743155,7.759112519809756
262.4000000000836,7.572115384615254,7.192307692307781
262.6000000000836,8.208955223880556,7.104477611940328
262.80000000008357,7.457212713936411,7.315403422982953
263.00000000008356,8.742004264392223,6.959488272921124
263.2000000000836,8.311345646438067,8.432717678100362
263.4000000000836,7.300115874855216,6.776361529547962
263.6000000000836,7.4235807860262115,7.720524017467179
263.80000000008357,7.4433656957929735,7.922330097087162
264.00000000008356,8.58585858585867,5.769696969696944
